biomass1,biomass2,gly1,gly2,fitness
0.1,0.1,-10,-10,3.39166
0.044403501058681,0.036596477417536,-17.5884052953283,-14.044025991792,3.38953
0.06347634297121,0.012598272409707,-16.8608125997566,-7.16762033948308,3.34299
0.038262082863756,0.059824277708098,-9.90108590593122,-13.5882158668019,3.36201
0.060671783513752,0.07895427150307,-16.9115414975317,-10.9266607219807,3.37505
0.049964735329579,0.038031388672438,-12.497966647804,-16.496486736131,3.41969
0.09243569612731,0.092274252218838,-15.6466240150456,-11.3156456293427,3.41739
0.026330393669068,0.072582065138456,-12.7775335503557,-18.5387362959925,2.52106
0.096662663476142,0.084078760911813,-8.12182414096058,-10.8674401217786,3.39284
0.013743173777429,0.066683396426499,-4.87773291297727,-2.21184513979871,1.58783
0.063523137729196,0.0966194964064,-7.60764986001914,-7.69831248920728,3.33074
0.038401983596349,0.021876732309808,-2.68995222753441,-15.2304897985646,3.39994
0.035214946883818,0.069527083429562,-14.1579828839309,-15.6560517040268,3.22205
0.048858873038624,0.063671762920303,-8.88925200473528,-13.4378687958199,3.33966
0.035173201171454,0.04315036588936,-7.83585998011522,-14.9832766789866,3.32554
0.077250867835129,0.0553701500275,-9.09299442593494,-2.66246608426612,3.33404
0.034574931134812,0.075375609728133,-4.8321581025401,-13.82973151608,3.09175
0.070520055316968,0.078815426996695,-14.2349208809777,-7.36294668074297,3.38919
0.034859793574741,0.08138037221,-1.81515090051527,-12.8828083905713,3.04807
0.091795758163753,0.013832272927498,-9.64871922675015,-4.22430100187437,3.35733
0.035324323055722,0.036610937354892,-12.8806737859854,-17.4374420185131,3.37002
0.038390676209506,0.038836706966324,-9.25173150594763,-1.11341735792887,3.38912
0.097129199132698,0.075063109728463,-2.14977593934658,-14.890545372627,3.3617
0.085270975171783,0.024265385749116,-17.3411166397397,-18.73831542797,3.3469
0.094307571902434,0.06069196684639,-2.08486967247255,-9.63578821726295,3.36274
0.096024023030494,0.053208820198973,-4.55159540056957,-19.6403372652817,3.36125
0.092090663717046,0.062354906157091,-2.12359300292643,-12.6739076559589,3.36538
0.031644870094706,0.056002328858315,-15.158332159023,-5.21890624660205,3.17076
0.086683304645724,0.024218653720912,-2.13925547593422,-15.2515913364213,3.33433
0.092595584717187,0.02272991989139,-2.47465626056895,-3.98764375553446,3.3473
0.076221435832504,0.032328229840061,-2.14553126408526,-15.8544922578004,3.34295
0.06475754408228,0.040308351514674,-3.53802812926783,-10.4998012703049,3.35485
0.038323407136232,0.013606599165999,-5.94369117376957,-0.232911775304007,3.33449
0.02497600550393,0.054748106309565,-13.0294526409388,-14.1898387226274,2.63418
0.039860048181656,0.018439526626463,-6.64488376833347,-1.66851152388113,3.34449
0.037340124654843,0.066263072574385,-0.893008604720187,-4.80466885055758,3.31025
0.040923005038213,0.010771582607739,-8.10470091934615,-1.42548585068421,3.35142
0.024059314520711,0.070177981836287,-18.5138905417168,-12.913070289995,2.37946
0.095983704658123,0.08943439839912,-14.366275302234,-0.516994504971947,3.41861
0.01058149005817,0.065713027524768,-11.0982782454497,-5.33867752543442,1.32108
0.076856848290657,0.083091208199465,-16.1886254911229,-0.910944165293145,3.33849
0.096325985138129,0.068706595785967,-7.26398764693613,-1.04784525748481,3.36583
0.095339984624789,0.067609324399591,-11.3166540126144,-1.03965144094004,3.34641
0.02966883733888,0.055196234932715,-1.604695829069,-15.740882423701,3.02502
0.030769551967084,0.040715614551554,-19.6309129369848,-7.31699996714293,3.3582
0.029413738562928,0.02217306500935,-1.68379714834458,-18.546770947363,3.3454
0.048335259326275,0.080275563463539,-15.1500491144337,-10.1945056533697,3.33397
0.029409343646723,0.04988216082757,-0.893008604720187,-4.80466885055758,3.09846
0.079176329779102,0.099373897064362,-0.892449876231677,-3.99071683560476,3.38716
0.029455460457396,0.043045480934663,-1.67968262827364,-9.60392064155823,3.29193
0.078610546620965,0.057150534022442,-14.0902527828363,-11.2337342325638,3.40785
0.029050730361243,0.017372077029076,-1.44859902359615,-0.901983087806531,3.32847
0.047771534460512,0.06551671207082,-18.5828556662059,-14.519155646596,3.36012
0.029175464948249,0.047131094950351,-1.66854420235522,-18.1008705065948,3.16336
0.028493804089614,0.02747553208587,-19.4565085158698,-12.7788138208374,3.37307
0.098925048748009,0.046880411419898,-13.2071388859604,-14.5684191354685,3.34228
0.028502024212181,0.026404451817181,-18.2858239877262,-10.0443772736922,3.33969
0.03630899613476,0.058333704637894,-0.306311048185403,-13.0096096641371,3.31691
0.028351531483881,0.014491473881981,-3.12764319676646,-5.85730475650858,3.38708
0.051134549410099,0.062720814572441,-3.27367120666049,-10.5546603183973,3.39135
0.028270598837083,0.012038959849963,-16.1301703675984,-15.0575611575657,3.33812
0.025465390409024,0.093880694850146,-13.6939090584787,-12.7910210261376,2.28515
0.028349269295187,0.025943844765433,-13.5882068139552,-0.904814966495493,3.32319
0.092224318760541,0.027719450493853,-17.4389309682371,-4.24443620520423,3.35403
0.028523672442611,0.010638365205926,-17.5521783637691,-15.7394368484584,3.33448
0.027648709044939,0.01765180356175,-13.627994194355,-2.78243862144225,3.33526
0.051758964814588,0.089143350966288,-19.4140114957409,-5.11743476323437,3.31334
0.027436150454654,0.02680608222896,-7.72016228538402,-16.0535057362749,3.37102
0.029808571101501,0.099788890906266,-11.1114049683753,-3.94066030256134,2.5514
0.027583196193927,0.035485719074719,-14.5451637856745,-19.3543488941701,3.33932
0.088941005064689,0.051938948845611,-13.889430142874,-3.5909321920097,3.34248
0.027440856533657,0.01514817305191,-13.6790377905069,-12.6384528440643,3.40427
0.092193577227227,0.070675210575757,-17.5263260657888,-5.97458499679352,3.36059
0.027593260835925,0.032227014882347,-16.8016106280617,-6.6919209488739,3.33659
0.063101695775721,0.081731536450454,-18.4341195414807,-3.79720887283425,3.38247
0.027484996853329,0.031592965921655,-13.4860286719847,-7.58934858502082,3.35763
0.027130777161209,0.02253945272637,-18.1476256027752,-1.75068352484609,3.38899
0.065472831379338,0.090395831689556,-16.015191659491,-15.3108466576658,3.34505
0.02712808604057,0.043709169002256,-4.75429575523286,-0.38016369633155,3.04043
0.021794936257603,0.081141217489612,-12.121431272885,-1.56679133456095,2.11425
0.027095262045717,0.030704051912194,-8.56344656487864,-13.3257673104588,3.36778
0.04349314474376,0.08439790408894,-12.66062373338,-9.3646916024402,3.31623
0.027221194150467,0.033345714919286,-18.5823216562074,-9.29067580240563,3.3436
0.056114693912008,0.046995644873014,-19.0066352981406,-7.02538782898919,3.34277
0.02729390965331,0.036696425025719,-2.45763545661075,-8.19411667157954,3.26516
0.049965077853076,0.047836546467388,-12.5178778389982,-10.3048385207198,3.33246
0.027091265769174,0.015387993309449,-5.70601166445768,-5.73944664300003,3.38258
0.026821328207917,0.02415643734928,-5.00359431268411,-11.9366791876168,3.38497
0.061656149681816,0.028970839624688,-7.23265326246089,-16.100581325455,3.34607
0.026814826159171,0.010424939825054,-9.03855838954538,-2.26739975112076,3.34777
0.095782082863975,0.057617888058983,-5.61227141354273,-8.86235375098652,3.35762
0.026803804532955,0.033795840377638,-4.7919915553116,-19.1204152563582,3.33249
0.066411085823725,0.012841710405899,-11.7774209108969,-1.63743068597016,3.33415
0.026905584609786,0.014696821454672,-19.871351555973,-4.3628185835313,3.35248
0.051244260453741,0.057473148050506,-8.03612285376043,-5.85051775122995,3.34533
0.027040846019571,0.021605757327831,-17.3477806274376,-10.2191646751065,3.36122
0.051126636756595,0.080274485149704,-11.0673719023949,-1.16070811186834,3.37432
0.026923788524681,0.021820112629149,-4.98929104551623,-1.83312979935892,3.38314
0.026646570192395,0.024736850601011,-9.69588809050277,-6.00833759440225,3.33313
0.016762826170382,0.05188760320586,-3.14030414096555,-12.755214098043,1.9927
0.026619595054186,0.040610538508003,-9.28066506007151,-12.9747921850167,3.0749
0.030799126260131,0.06999231247721,-14.9311817668384,-7.54029584807106,2.87606
0.026608186998795,0.037696591709643,-12.9652673471702,-4.16964225367707,3.17971
0.025792558865174,0.090885486307713,-1.66756976541757,-13.0899908598295,2.33461
0.026608335053832,0.040899233628631,-2.89029110678545,-0.706204044104219,3.10184
0.02630463845444,0.030919424214168,-4.50385359933847,-3.69359837287227,3.32394
0.026565909442045,0.0125816190627,-3.09845831874057,-7.61682512569203,3.37224
0.092992274314852,0.082611150101381,-4.53886707419642,-14.5388477990704,3.35655
0.026674352631092,0.012765813139243,-12.2197175465794,-4.51169717309237,3.38169
0.026255807836752,0.01863966429883,-16.7029701988078,-8.14839873288034,3.37792
0.098264427656465,0.083522450499952,-11.5716992489233,-1.8771756302914,3.42739
0.02617614204021,0.023745065080038,-13.82951444792,-11.2448475218891,3.3675
0.096662137227462,0.087014602295258,-1.65476551563576,-6.84080642601255,3.41785
0.026219332073307,0.020526223113593,-4.39618322025565,-10.2412133228066,3.37878
0.042705117335587,0.030170152484257,-10.5761424500479,-12.6827631750575,3.37101
0.026203844222354,0.023237945182633,-18.0230017877982,-4.81229142548019,3.33001
0.010931497095322,0.086543467552772,-1.79417408467087,-9.51715857845999,1.23532
0.026148420687762,0.011154395577062,-3.3998375609307,-12.772373577157,3.39249
0.017741985072325,0.074206891192965,-4.85218210832934,-18.8145885769933,1.85828
0.026188565486052,0.020336253027383,-11.2016818866924,-17.7226435761589,3.36849
0.026060987138793,0.022009530713028,-9.32752344583481,-0.998001081313404,3.36385
0.011058359779284,0.030462377257006,-19.3694308170582,-14.4048444215427,1.7498
0.02602531629964,0.014288352789368,-19.9921739562711,-11.8246407743761,3.33729
0.019969637870205,0.057525620476389,-6.13355727089385,-17.4922010276951,2.19224
0.025972250447423,0.033947012534925,-5.05868722560332,-16.8746006354142,3.20854
0.094228301966118,0.028275283115614,-9.19219648509435,-5.32771911283027,3.3469
0.025901483371816,0.024048470922669,-18.4297076484426,-12.4802405081994,3.36459
0.087407987918296,0.099634263281975,-0.906334231220352,-15.8505530897406,3.35494
0.025999543867348,0.037171018972006,-6.88229520862948,-4.2826414074941,3.10503
0.053072305877331,0.075301453510329,-11.3371165980187,-9.03503325870213,3.37409
0.026040637404853,0.044368356929141,-4.49198056215034,-4.42103398618342,2.93129
0.025856846823661,0.019685198779258,-8.84028611710513,-16.1877320886514,3.35385
0.063550556537726,0.019340738943481,-18.1009257625545,-11.1911328946768,3.3343
0.035286782723218,0.094197461831094,-14.6850468536103,-10.8576883161489,2.96218
0.081992048979385,0.081087450547074,-10.1083845665346,-10.401945264654,3.40809
0.026625596485226,0.054297392501614,-6.92910177579346,-8.38614364852269,2.77371
0.019090725305252,0.044763385914662,-14.9591769895425,-15.1241948541681,2.29045
0.026520215517468,0.060990518932208,-2.03354483674187,-7.98283266229971,2.66295
0.053611684272585,0.049743698960936,-11.15280916972,-3.1434090737431,3.39056
0.026647004974839,0.051724495669681,-6.31858175953506,-8.59809678058575,2.82703
0.062218822923798,0.012066107655486,-9.72485049071308,-5.48190056216645,3.35473
0.025903115492745,0.068362700021019,-2.28263307736857,-8.6257280762608,2.53088
0.096887669560284,0.091930406261519,-5.35779708493094,-6.59694638119021,3.41359
0.055250268046266,0.062154566727498,-17.8809186997523,-5.42009066003574,3.38704
0.096843464112402,0.095344807353635,-6.41483222362714,-1.25982204134815,3.41352
0.072522007592832,0.064064909931368,-14.7564858877155,-18.3572707685138,3.32709
0.096169008215475,0.09239872427494,-6.97597014081827,-7.4603984798076,3.41992
0.075141654669092,0.055562142986502,-1.95489718326458,-11.0992013309147,3.431
0.09834776139777,0.091777770221431,-5.4660765833392,-9.42690386474319,3.41674
0.097601192460564,0.087163099601881,-9.26141713443034,-9.54841510907987,3.42437
